Heart_Rate_bpm,Temperature_C,Humidity_percent,Respiratory_Rate_breaths_min,Health_Status
70,40,63,16,Normal
85,38,42,28,Respiratory_Infection
89,38,44,26,Respiratory_Infection
96,39,47,21,Respiratory_Infection
64,40,69,24,Respiratory_Infection
70,39,29,25,Heat_Stress
53,38,52,17,Respiratory_Infection
95,40,65,19,Respiratory_Infection
79,40,79,21,Respiratory_Infection
86,40,62,25,Fever
54,41,66,15,Fever
81,41,74,29,Heat_Stress
66,40,61,26,Heat_Stress
115,38,72,27,Normal
52,38,73,6,Fever
70,41,74,20,Respiratory_Infection
56,39,41,16,Respiratory_Infection
54,37,86,27,Fever
64,39,77,19,Heat_Stress
62,38,59,32,Fever
70,41,66,21,Normal
74,39,86,20,Respiratory_Infection
71,37,68,21,Heat_Stress
65,40,72,18,Normal
45,39,60,12,Respiratory_Infection
48,41,58,22,Respiratory_Infection
63,37,66,19,Respiratory_Infection
78,38,104,25,Fever
72,38,57,20,Normal
68,39,63,27,Heat_Stress
87,41,94,22,Heat_Stress
84,38,62,16,Heat_Stress
57,38,62,18,Respiratory_Infection
59,37,56,19,Fever
61,40,85,15,Heat_Stress
72,39,58,19,Normal
85,36,75,25,Heat_Stress
40,40,76,19,Heat_Stress
60,38,76,12,Respiratory_Infection
43,41,45,18,Respiratory_Infection
94,38,64,19,Normal
91,39,97,26,Heat_Stress
64,40,80,19,Respiratory_Infection
57,41,91,20,Fever
78,38,103,17,Heat_Stress
88,37,62,14,Heat_Stress
83,37,50,21,Fever
51,37,63,18,Normal
69,38,76,17,Respiratory_Infection
49,36,50,26,Normal
70,35,53,19,Respiratory_Infection
55,41,72,21,Normal
66,39,100,19,Fever
79,38,83,25,Normal
56,39,39,17,Fever
77,38,63,28,Fever
67,39,90,20,Respiratory_Infection
85,38,60,17,Fever
54,40,61,30,Fever
56,38,50,25,Normal
74,37,60,12,Normal
65,38,52,11,Heat_Stress
62,40,72,22,Normal
50,39,80,20,Normal
64,38,88,21,Fever
45,38,86,25,Fever
67,40,36,8,Heat_Stress
85,38,60,17,Fever
73,39,40,21,Normal
93,40,75,16,Heat_Stress
56,39,56,14,Heat_Stress
48,38,83,19,Normal
56,39,65,24,Respiratory_Infection
86,40,63,16,Fever
62,39,42,16,Normal
58,38,71,27,Normal
87,38,36,15,Respiratory_Infection
72,39,77,15,Normal
81,39,91,15,Normal
64,39,52,21,Fever
84,40,111,24,Heat_Stress
70,38,64,16,Respiratory_Infection
79,39,53,16,Respiratory_Infection
71,38,97,24,Normal
52,38,73,6,Fever
83,38,81,27,Fever
37,38,58,28,Fever
101,40,95,17,Normal
68,40,56,15,Respiratory_Infection
67,39,82,16,Normal
68,40,76,12,Respiratory_Infection
90,39,68,18,Respiratory_Infection
88,41,38,25,Normal
78,38,67,20,Normal
36,40,15,22,Fever
103,36,65,15,Normal
78,38,66,20,Fever
60,39,37,23,Heat_Stress
68,36,59,28,Fever
55,40,75,17,Respiratory_Infection
77,38,59,27,Normal
65,39,73,17,Normal
76,37,37,16,Normal
74,39,86,20,Respiratory_Infection
71,37,75,23,Heat_Stress
64,38,78,23,Respiratory_Infection
82,40,69,14,Respiratory_Infection
62,38,56,19,Normal
101,39,84,32,Heat_Stress
86,39,70,28,Normal
54,41,65,27,Fever
67,38,57,14,Respiratory_Infection
88,39,74,16,Normal
56,38,80,27,Respiratory_Infection
89,37,79,20,Normal
85,38,52,13,Fever
64,37,48,25,Fever
73,38,78,11,Fever
69,40,66,18,Fever
48,38,54,19,Normal
62,40,86,17,Fever
103,39,61,27,Normal
78,38,48,20,Respiratory_Infection
70,37,70,23,Fever
74,37,45,24,Normal
46,40,95,16,Normal
76,39,40,26,Heat_Stress
61,37,60,15,Heat_Stress
59,39,90,22,Fever
62,37,68,26,Respiratory_Infection
79,39,48,18,Heat_Stress
68,38,82,17,Heat_Stress
72,39,63,17,Respiratory_Infection
61,38,51,20,Normal
59,37,56,19,Fever
71,37,64,10,Respiratory_Infection
64,39,77,19,Heat_Stress
64,39,52,21,Normal
44,37,52,16,Normal
72,38,69,18,Fever
78,40,59,26,Heat_Stress
57,38,48,12,Normal
52,39,51,25,Respiratory_Infection
81,38,49,17,Heat_Stress
46,39,110,29,Normal
49,40,38,25,Respiratory_Infection
59,39,53,19,Respiratory_Infection
64,38,62,24,Respiratory_Infection
61,39,68,18,Respiratory_Infection
48,39,84,16,Fever
95,38,60,23,Fever
67,40,57,21,Heat_Stress
73,37,70,22,Heat_Stress
52,38,71,25,Fever
85,38,73,21,Respiratory_Infection
76,38,76,25,Normal
95,40,84,5,Normal
79,37,73,17,Respiratory_Infection
70,37,81,20,Normal
38,40,37,22,Fever
88,39,47,19,Heat_Stress
99,38,54,20,Normal
67,37,34,21,Heat_Stress
67,39,85,13,Fever
95,37,59,18,Respiratory_Infection
74,39,45,25,Heat_Stress
47,40,68,25,Heat_Stress
78,39,85,21,Normal
109,37,91,22,Heat_Stress
75,40,60,16,Respiratory_Infection
74,39,80,21,Heat_Stress
73,39,79,24,Heat_Stress
92,37,63,23,Heat_Stress
54,39,74,16,Normal
74,39,80,21,Heat_Stress
77,38,69,18,Fever
83,40,70,19,Respiratory_Infection
99,38,76,18,Normal
74,38,70,27,Respiratory_Infection
68,38,55,25,Normal
70,37,72,18,Normal
84,39,61,23,Respiratory_Infection
71,42,75,23,Normal
58,39,63,12,Fever
66,39,79,19,Heat_Stress
89,38,67,18,Fever
68,40,76,12,Respiratory_Infection
103,40,77,26,Normal
92,39,96,14,Heat_Stress
74,38,79,10,Respiratory_Infection
77,38,52,21,Respiratory_Infection
65,39,60,15,Normal
83,38,81,27,Fever
96,38,44,24,Fever
71,39,67,9,Respiratory_Infection
45,38,60,18,Fever
69,40,44,15,Heat_Stress
80,41,52,19,Fever
59,39,61,22,Respiratory_Infection
69,37,65,18,Respiratory_Infection
59,37,84,25,Normal
86,39,66,17,Heat_Stress
59,38,73,31,Normal
48,38,83,23,Heat_Stress
66,36,63,3,Normal
71,38,73,14,Fever
80,37,65,11,Respiratory_Infection
72,39,63,18,Normal
53,39,83,28,Respiratory_Infection
82,37,54,17,Fever
58,39,96,30,Heat_Stress
76,40,92,14,Heat_Stress
75,37,67,30,Fever
83,37,71,13,Normal
48,39,45,19,Normal
69,38,99,27,Respiratory_Infection
62,39,60,24,Fever
74,38,79,37,Normal
45,38,65,11,Fever
88,40,48,22,Respiratory_Infection
85,38,54,28,Normal
52,40,98,25,Fever
62,39,60,14,Heat_Stress
83,38,55,21,Fever
83,38,49,16,Respiratory_Infection
72,39,70,18,Normal
79,36,46,19,Fever
60,40,61,9,Fever
62,38,76,23,Heat_Stress
68,38,55,20,Respiratory_Infection
85,38,55,20,Normal
61,39,41,22,Fever
54,40,76,26,Heat_Stress
35,37,49,19,Heat_Stress
75,40,90,18,Respiratory_Infection
70,38,92,21,Respiratory_Infection
87,37,70,35,Heat_Stress
82,39,56,29,Fever
81,39,83,23,Fever
88,37,62,14,Heat_Stress
88,40,30,19,Respiratory_Infection
80,38,57,12,Fever
73,40,50,16,Normal
88,37,62,14,Heat_Stress
86,38,52,26,Heat_Stress
81,39,83,23,Fever
54,37,67,23,Heat_Stress
71,38,89,24,Normal
57,37,55,20,Normal
59,38,57,15,Respiratory_Infection
104,40,78,19,Normal
87,41,94,22,Heat_Stress
85,40,57,28,Heat_Stress
58,37,49,26,Respiratory_Infection
90,39,66,20,Respiratory_Infection
64,38,85,16,Normal
53,39,66,27,Heat_Stress
71,39,77,24,Respiratory_Infection
82,36,47,28,Heat_Stress
60,38,90,23,Respiratory_Infection
76,40,78,21,Heat_Stress
50,38,27,15,Respiratory_Infection
100,41,77,25,Fever
61,38,64,20,Respiratory_Infection
62,38,63,28,Normal
77,39,71,15,Normal
68,39,64,20,Fever
66,40,86,20,Heat_Stress
84,37,80,19,Respiratory_Infection
80,38,75,10,Fever
92,38,52,20,Fever
40,37,53,13,Heat_Stress
35,37,49,19,Heat_Stress
88,38,83,16,Heat_Stress
72,39,57,24,Normal
59,40,41,17,Normal
39,37,39,17,Normal
58,40,54,27,Fever
77,38,93,33,Fever
79,40,57,24,Heat_Stress
89,39,62,21,Respiratory_Infection
69,39,44,18,Normal
89,38,64,21,Normal
75,38,66,23,Normal
73,40,70,18,Heat_Stress
83,38,71,19,Fever
61,37,31,20,Respiratory_Infection
24,36,53,16,Normal
54,40,61,22,Normal
74,36,65,16,Normal
56,39,79,23,Heat_Stress
71,39,75,24,Heat_Stress
81,39,96,14,Fever
74,42,79,28,Fever
79,40,79,21,Respiratory_Infection
48,39,65,17,Heat_Stress
62,38,93,25,Fever
95,38,88,21,Normal
75,38,64,21,Heat_Stress
67,37,71,18,Respiratory_Infection
63,38,89,18,Normal
67,38,59,21,Normal
84,37,72,16,Respiratory_Infection
85,40,57,28,Heat_Stress
75,38,57,25,Heat_Stress
87,40,43,24,Normal
62,38,62,29,Fever
92,38,74,26,Fever
56,38,92,16,Heat_Stress
80,37,65,11,Respiratory_Infection
73,38,44,19,Fever
51,38,66,10,Respiratory_Infection
64,40,63,17,Respiratory_Infection
63,38,79,8,Normal
72,39,93,25,Fever
95,38,66,15,Heat_Stress
73,38,49,22,Heat_Stress
64,39,51,17,Fever
35,40,51,17,Respiratory_Infection
33,38,87,20,Heat_Stress
75,39,86,25,Fever
57,39,65,13,Respiratory_Infection
55,40,74,22,Respiratory_Infection
78,40,81,24,Heat_Stress
35,37,82,17,Normal
44,38,88,16,Respiratory_Infection
89,38,25,20,Normal
78,40,59,17,Heat_Stress
58,38,89,12,Heat_Stress
69,37,51,20,Normal
54,40,66,28,Fever
77,39,58,23,Fever
72,39,62,14,Heat_Stress
70,38,67,9,Respiratory_Infection
75,41,67,17,Fever
82,38,76,18,Heat_Stress
72,40,30,26,Normal
73,38,44,19,Fever
54,41,64,22,Fever
89,40,89,13,Fever
64,38,50,17,Heat_Stress
82,37,65,14,Normal
74,37,79,22,Fever
69,38,74,22,Respiratory_Infection
81,38,70,13,Respiratory_Infection
69,39,48,21,Respiratory_Infection
83,38,91,12,Normal
64,38,50,17,Heat_Stress
46,38,41,27,Heat_Stress
64,39,56,25,Respiratory_Infection
101,41,72,19,Respiratory_Infection
86,39,81,13,Respiratory_Infection
73,38,73,14,Normal
98,39,63,17,Respiratory_Infection
61,39,62,16,Respiratory_Infection
80,37,76,32,Normal
101,40,67,27,Heat_Stress
70,38,92,21,Respiratory_Infection
59,39,50,18,Normal
59,39,67,22,Normal
61,37,64,17,Heat_Stress
82,40,80,21,Respiratory_Infection
87,39,88,23,Fever
73,38,79,11,Respiratory_Infection
77,38,55,21,Respiratory_Infection
81,39,78,22,Respiratory_Infection
70,38,67,9,Respiratory_Infection
82,38,84,11,Respiratory_Infection
88,37,77,27,Fever
78,38,16,24,Fever
84,39,61,23,Respiratory_Infection
103,39,75,13,Respiratory_Infection
62,39,111,9,Respiratory_Infection
64,37,48,25,Fever
64,40,58,19,Fever
64,38,63,35,Normal
55,39,69,22,Heat_Stress
72,39,78,23,Heat_Stress
69,37,50,15,Heat_Stress
78,38,53,22,Heat_Stress
70,37,28,21,Heat_Stress
92,38,52,20,Fever
55,38,76,12,Fever
71,39,46,18,Normal
70,39,29,25,Heat_Stress
82,36,47,28,Heat_Stress
67,40,57,21,Heat_Stress
72,39,70,17,Normal
69,39,69,24,Heat_Stress
84,40,91,15,Respiratory_Infection
57,38,46,13,Fever
92,38,69,9,Fever
54,38,91,21,Heat_Stress
74,37,79,22,Fever
71,39,67,9,Respiratory_Infection
83,38,72,13,Heat_Stress
77,38,90,20,Normal
65,38,85,24,Normal
54,39,64,27,Fever
48,38,77,12,Normal
68,38,85,30,Fever
66,38,59,19,Normal
72,38,63,24,Respiratory_Infection
64,37,61,20,Respiratory_Infection
87,39,67,28,Fever
83,40,72,8,Respiratory_Infection
81,37,53,30,Respiratory_Infection
74,40,93,18,Normal
57,39,77,24,Fever
34,40,80,30,Heat_Stress
60,37,77,20,Heat_Stress
83,38,76,26,Normal
82,38,80,11,Normal
78,41,67,26,Fever
55,38,76,12,Fever
72,38,69,18,Normal
60,37,62,20,Fever
70,39,55,24,Fever
79,39,97,18,Respiratory_Infection
66,38,50,22,Respiratory_Infection
78,38,103,17,Heat_Stress
84,39,64,29,Normal
58,39,93,25,Fever
48,39,65,17,Heat_Stress
58,40,62,18,Fever
79,36,78,19,Heat_Stress
61,39,66,13,Heat_Stress
64,38,93,16,Respiratory_Infection
98,38,72,10,Respiratory_Infection
91,38,51,21,Normal
73,38,73,9,Fever
86,40,70,11,Respiratory_Infection
55,38,47,15,Heat_Stress
60,39,37,23,Heat_Stress
75,40,51,22,Fever
87,39,81,12,Heat_Stress
91,38,95,13,Fever
72,40,56,19,Normal
79,37,73,17,Respiratory_Infection
84,38,40,26,Respiratory_Infection
38,40,37,22,Fever
61,40,57,20,Heat_Stress
58,40,65,25,Normal
84,37,70,30,Heat_Stress
72,40,56,21,Fever
87,41,45,29,Respiratory_Infection
91,36,63,17,Heat_Stress
88,40,68,23,Normal
81,37,96,20,Normal
77,40,53,20,Fever
73,39,62,17,Fever
77,40,67,33,Fever
78,39,76,23,Respiratory_Infection
81,38,43,18,Heat_Stress
54,38,72,24,Fever
59,40,69,14,Normal
45,38,60,18,Fever
84,37,94,22,Respiratory_Infection
93,38,76,26,Respiratory_Infection
66,39,79,19,Heat_Stress
54,38,72,24,Fever
45,38,62,22,Heat_Stress
68,39,45,13,Respiratory_Infection
72,38,62,25,Fever
73,39,79,8,Normal
85,40,57,28,Heat_Stress
59,41,93,28,Respiratory_Infection
56,38,85,14,Normal
51,38,81,24,Heat_Stress
88,42,66,15,Fever
67,38,65,17,Heat_Stress
58,40,87,23,Respiratory_Infection
67,39,50,25,Respiratory_Infection
83,36,54,20,Respiratory_Infection
93,37,69,21,Respiratory_Infection
81,40,90,19,Normal
62,40,47,14,Normal
61,40,57,20,Heat_Stress
84,39,61,23,Respiratory_Infection
80,39,71,24,Normal
52,41,47,17,Respiratory_Infection
58,38,81,12,Normal
56,41,57,15,Heat_Stress
86,40,63,16,Fever
53,40,75,22,Fever
68,39,80,20,Normal
79,39,88,14,Fever
43,37,81,18,Normal
103,40,76,19,Respiratory_Infection
74,39,88,16,Fever
68,39,65,12,Normal
80,38,51,15,Respiratory_Infection
82,39,59,19,Fever
72,39,55,20,Fever
29,39,63,28,Normal
77,38,49,18,Heat_Stress
58,38,78,23,Heat_Stress
63,39,48,8,Respiratory_Infection
54,38,72,23,Respiratory_Infection
74,37,65,30,Fever
65,40,88,20,Fever
48,39,73,21,Heat_Stress
56,38,62,15,Heat_Stress
74,39,71,20,Heat_Stress
85,39,71,22,Fever
62,38,71,24,Fever
71,40,85,12,Respiratory_Infection
58,38,72,13,Fever
98,40,64,19,Fever
75,38,63,22,Normal
92,38,80,14,Fever
79,37,92,31,Fever
60,37,48,19,Heat_Stress
81,39,83,23,Fever
76,40,58,11,Heat_Stress
80,38,75,12,Fever
81,39,54,22,Heat_Stress
97,39,62,21,Fever
69,35,60,18,Respiratory_Infection
69,37,52,24,Heat_Stress
90,37,50,31,Heat_Stress
56,38,92,16,Heat_Stress
61,39,51,22,Heat_Stress
47,37,58,28,Normal
60,39,37,23,Heat_Stress
84,38,62,16,Heat_Stress
74,40,41,27,Normal
83,38,72,13,Heat_Stress
80,39,63,12,Heat_Stress
69,40,66,18,Fever
71,38,73,14,Fever
56,41,57,15,Heat_Stress
55,37,75,24,Respiratory_Infection
61,41,83,16,Normal
62,39,83,18,Normal
75,39,82,21,Respiratory_Infection
68,40,79,18,Respiratory_Infection
54,37,67,23,Heat_Stress
71,40,66,14,Fever
66,40,86,20,Heat_Stress
55,38,76,12,Fever
61,39,65,8,Fever
77,38,83,17,Normal
79,36,46,20,Heat_Stress
49,39,50,17,Respiratory_Infection
77,38,49,23,Respiratory_Infection
71,39,68,22,Normal
88,38,81,19,Heat_Stress
94,40,68,20,Normal
68,38,60,24,Respiratory_Infection
60,38,83,13,Respiratory_Infection
66,40,78,24,Heat_Stress
90,40,87,23,Respiratory_Infection
77,38,97,22,Normal
86,40,62,25,Fever
93,37,65,39,Respiratory_Infection
62,39,81,16,Respiratory_Infection
88,39,69,10,Respiratory_Infection
84,38,44,13,Respiratory_Infection
61,39,63,13,Heat_Stress
77,38,63,28,Fever
89,41,66,26,Heat_Stress
45,37,64,20,Respiratory_Infection
80,38,92,23,Normal
67,40,53,19,Respiratory_Infection
86,38,87,13,Heat_Stress
47,36,79,22,Normal
95,39,60,21,Heat_Stress
65,40,67,17,Respiratory_Infection
69,39,59,28,Respiratory_Infection
45,38,65,11,Fever
109,36,85,16,Fever
59,38,77,27,Respiratory_Infection
84,38,44,13,Respiratory_Infection
83,39,61,25,Normal
76,37,76,15,Normal
58,39,84,4,Normal
88,39,68,14,Respiratory_Infection
70,39,29,25,Heat_Stress
89,39,62,21,Respiratory_Infection
65,38,52,11,Heat_Stress
47,38,95,11,Respiratory_Infection
73,38,72,25,Normal
46,38,48,27,Respiratory_Infection
76,38,56,21,Normal
86,40,82,15,Normal
53,39,66,27,Heat_Stress
74,40,75,20,Fever
49,37,79,17,Respiratory_Infection
61,38,62,15,Heat_Stress
66,40,86,20,Heat_Stress
50,39,89,19,Fever
67,37,76,21,Respiratory_Infection
83,39,85,16,Fever
81,38,43,18,Heat_Stress
62,38,31,15,Respiratory_Infection
69,38,61,22,Normal
76,40,103,30,Normal
87,39,81,12,Heat_Stress
70,38,64,16,Respiratory_Infection
73,39,56,27,Normal
38,40,60,15,Fever
75,39,82,21,Respiratory_Infection
61,39,69,19,Respiratory_Infection
82,40,80,21,Respiratory_Infection
40,37,53,13,Heat_Stress
61,39,51,22,Heat_Stress
58,39,58,19,Heat_Stress
56,38,104,18,Respiratory_Infection
74,39,71,20,Heat_Stress
77,38,58,23,Heat_Stress
61,38,76,31,Fever
61,39,51,22,Heat_Stress
81,37,69,17,Heat_Stress
66,39,64,29,Heat_Stress
76,40,65,22,Respiratory_Infection
80,39,63,12,Heat_Stress
62,38,69,15,Respiratory_Infection
66,39,93,26,Normal
73,39,64,10,Fever
83,38,81,21,Fever
73,38,45,16,Normal
70,39,50,22,Respiratory_Infection
59,40,49,22,Respiratory_Infection
72,37,81,14,Fever
74,40,60,20,Respiratory_Infection
89,38,60,16,Normal
77,37,54,16,Respiratory_Infection
73,41,52,19,Normal
62,38,69,15,Respiratory_Infection
66,40,64,17,Respiratory_Infection
68,38,103,4,Normal
59,38,80,17,Normal
61,37,45,21,Normal
63,41,79,11,Normal
35,39,60,13,Respiratory_Infection
35,37,49,19,Heat_Stress
64,41,62,15,Fever
92,38,68,18,Fever
80,37,59,25,Fever
70,40,92,20,Normal
56,39,79,23,Heat_Stress
68,37,31,15,Respiratory_Infection
105,38,74,18,Fever
49,39,73,14,Heat_Stress
69,38,45,13,Normal
68,38,60,24,Respiratory_Infection
58,38,60,23,Fever
48,38,49,14,Respiratory_Infection
73,39,73,10,Respiratory_Infection
57,40,57,24,Fever
57,39,77,18,Normal
68,38,57,12,Fever
33,41,76,19,Heat_Stress
79,37,73,17,Respiratory_Infection
84,38,68,28,Normal
64,40,63,17,Respiratory_Infection
81,39,71,22,Respiratory_Infection
80,39,73,27,Normal
49,40,49,18,Respiratory_Infection
94,42,68,35,Fever
59,38,60,23,Fever
90,39,50,16,Fever
75,39,60,28,Heat_Stress
86,41,62,19,Respiratory_Infection
71,42,57,27,Respiratory_Infection
73,38,35,26,Fever
67,40,104,10,Normal
89,39,78,21,Normal
82,37,75,24,Respiratory_Infection
58,40,81,20,Respiratory_Infection
64,40,68,16,Respiratory_Infection
78,39,27,21,Normal
59,38,75,7,Fever
59,38,71,21,Heat_Stress
77,38,82,25,Fever
58,37,94,13,Respiratory_Infection
74,38,82,15,Normal
62,38,71,16,Respiratory_Infection
67,39,59,17,Heat_Stress
98,40,64,19,Fever
85,39,62,19,Normal
81,40,49,17,Fever
90,40,70,13,Heat_Stress
76,38,75,19,Heat_Stress
52,38,83,19,Normal
71,39,78,9,Respiratory_Infection
64,39,52,21,Fever
54,37,67,13,Fever
78,38,78,13,Heat_Stress
66,38,62,18,Respiratory_Infection
84,38,59,12,Respiratory_Infection
54,37,67,13,Fever
65,38,57,18,Respiratory_Infection
93,39,101,18,Heat_Stress
63,40,93,20,Respiratory_Infection
71,40,66,14,Fever
93,39,90,22,Respiratory_Infection
69,38,73,21,Normal
73,40,42,9,Normal
66,38,73,26,Fever
76,38,102,16,Heat_Stress
91,36,63,17,Heat_Stress
61,38,42,21,Fever
86,40,81,18,Heat_Stress
70,38,78,21,Normal
66,40,75,12,Normal
78,39,75,13,Respiratory_Infection
69,37,91,29,Respiratory_Infection
62,39,49,27,Heat_Stress
73,40,70,18,Heat_Stress
76,39,70,22,Respiratory_Infection
66,39,40,19,Normal
76,40,92,14,Heat_Stress
74,39,80,21,Heat_Stress
43,39,57,18,Respiratory_Infection
82,37,69,23,Heat_Stress
80,39,59,29,Normal
63,39,89,23,Normal
60,39,114,10,Normal
79,38,90,22,Respiratory_Infection
92,38,58,18,Heat_Stress
89,37,62,21,Respiratory_Infection
82,39,73,13,Respiratory_Infection
91,39,80,16,Normal
61,40,57,20,Heat_Stress
73,37,69,12,Normal
62,38,76,23,Heat_Stress
94,39,87,25,Respiratory_Infection
109,36,85,16,Fever
71,42,63,23,Normal
89,38,97,21,Respiratory_Infection
58,38,78,23,Heat_Stress
82,39,43,19,Respiratory_Infection
71,37,46,18,Fever
70,39,72,23,Normal
78,39,61,13,Normal
60,38,62,28,Normal
57,38,82,20,Fever
38,39,51,19,Fever
67,39,88,24,Heat_Stress
72,39,78,23,Heat_Stress
70,39,70,11,Fever
63,40,91,21,Heat_Stress
92,38,69,9,Fever
85,38,32,23,Fever
60,39,82,21,Normal
90,39,86,14,Normal
76,40,78,21,Heat_Stress
58,38,70,12,Normal
57,39,77,24,Fever
66,40,83,20,Heat_Stress
69,40,66,18,Fever
86,39,66,17,Heat_Stress
81,37,72,22,Fever
33,41,76,19,Heat_Stress
58,38,46,20,Respiratory_Infection
82,40,71,19,Normal
71,38,76,26,Fever
92,38,74,26,Fever
66,39,52,27,Heat_Stress
39,38,68,22,Fever
71,39,75,24,Heat_Stress
97,39,73,12,Respiratory_Infection
60,38,17,24,Fever
94,40,79,22,Respiratory_Infection
65,40,78,18,Normal
65,38,66,19,Normal
55,39,57,22,Fever
75,40,78,19,Normal
69,39,98,24,Fever
36,40,15,22,Fever
66,40,76,22,Normal
74,38,71,11,Normal
55,38,76,12,Fever
86,38,71,21,Normal
68,39,37,21,Respiratory_Infection
93,39,91,17,Fever
56,40,51,19,Normal
71,40,54,21,Respiratory_Infection
62,40,69,22,Normal
60,37,79,18,Heat_Stress
68,37,72,15,Normal
80,40,43,24,Respiratory_Infection
67,37,52,26,Respiratory_Infection
57,37,36,24,Heat_Stress
67,38,59,12,Respiratory_Infection
53,38,52,17,Respiratory_Infection
65,40,67,17,Respiratory_Infection
70,38,64,16,Respiratory_Infection
59,38,71,21,Heat_Stress
62,41,67,17,Fever
55,39,63,13,Normal
59,38,71,21,Heat_Stress
85,38,42,28,Respiratory_Infection
49,38,78,28,Respiratory_Infection
48,40,62,29,Heat_Stress
85,39,40,7,Normal
71,39,77,24,Respiratory_Infection
41,38,52,30,Respiratory_Infection
69,37,71,26,Heat_Stress
70,38,55,18,Heat_Stress
83,40,72,8,Respiratory_Infection
72,40,68,28,Normal
59,40,49,22,Respiratory_Infection
61,39,118,24,Normal
80,41,53,20,Fever
57,38,85,29,Respiratory_Infection
51,38,50,21,Fever
33,41,76,19,Heat_Stress
63,38,42,23,Respiratory_Infection
53,37,40,19,Heat_Stress
71,40,66,14,Fever
65,39,69,21,Fever
63,40,51,26,Heat_Stress
99,39,86,12,Normal
61,37,96,18,Fever
76,38,75,19,Heat_Stress
47,40,84,10,Respiratory_Infection
47,38,69,16,Normal
57,37,97,10,Heat_Stress
53,38,70,26,Normal
62,39,50,13,Normal
56,40,74,22,Normal
78,40,59,17,Heat_Stress
68,37,101,16,Respiratory_Infection
58,38,53,22,Respiratory_Infection
82,37,73,24,Heat_Stress
80,38,76,20,Fever
91,38,52,29,Normal
82,39,91,11,Heat_Stress
91,39,80,23,Fever
78,39,66,18,Normal
61,38,86,31,Normal
59,40,89,11,Heat_Stress
48,37,75,21,Heat_Stress
73,39,51,21,Respiratory_Infection
68,40,86,17,Fever
60,38,48,15,Fever
63,40,61,20,Heat_Stress
79,39,97,18,Respiratory_Infection
65,38,52,11,Heat_Stress
75,39,72,16,Respiratory_Infection
81,38,43,18,Heat_Stress
82,38,96,26,Fever
94,39,65,28,Heat_Stress
72,39,69,17,Respiratory_Infection
68,39,64,29,Normal
67,38,56,17,Normal
94,42,68,35,Fever
89,39,61,15,Fever
82,39,66,17,Fever
80,38,75,12,Fever
84,41,55,14,Heat_Stress
62,38,71,24,Fever
74,38,68,22,Heat_Stress
53,39,77,15,Normal
109,41,74,21,Respiratory_Infection
83,41,67,10,Respiratory_Infection
79,39,53,17,Fever
71,39,68,18,Fever
53,40,86,12,Normal
81,39,96,14,Fever
84,38,69,19,Normal
97,40,50,17,Normal
48,39,75,14,Normal
82,37,100,17,Respiratory_Infection
73,38,73,9,Fever
89,39,65,11,Normal
71,40,57,16,Heat_Stress
61,36,62,16,Fever
78,39,75,13,Respiratory_Infection
58,40,54,27,Fever
94,38,62,9,Fever
68,39,46,22,Fever
75,36,81,35,Respiratory_Infection
77,40,67,33,Fever
70,39,67,8,Respiratory_Infection
73,39,94,25,Fever
60,40,57,16,Heat_Stress
105,38,74,18,Fever
68,40,74,34,Respiratory_Infection
47,40,52,12,Respiratory_Infection
57,40,62,17,Fever
57,37,36,24,Heat_Stress
69,38,41,22,Respiratory_Infection
61,39,66,17,Fever
72,37,72,22,Normal
53,40,75,22,Fever
97,37,77,18,Normal
100,37,62,22,Heat_Stress
69,38,79,25,Respiratory_Infection
72,40,70,15,Respiratory_Infection
75,41,63,21,Normal
58,39,49,18,Heat_Stress
73,38,54,21,Heat_Stress
50,38,83,20,Fever
84,38,73,25,Heat_Stress
81,37,53,30,Respiratory_Infection
84,42,71,25,Heat_Stress
90,36,45,26,Fever
59,38,75,7,Fever
78,40,59,17,Heat_Stress
86,39,80,24,Respiratory_Infection
98,38,91,23,Heat_Stress
72,37,50,21,Fever
58,38,66,18,Normal
60,37,54,23,Normal
68,38,59,22,Fever
66,40,71,20,Normal
76,40,92,14,Heat_Stress
67,39,45,17,Normal
89,40,52,11,Respiratory_Infection
90,36,79,14,Normal
51,37,73,19,Normal
71,38,81,11,Respiratory_Infection
101,39,53,15,Fever
84,40,69,17,Normal
86,39,66,17,Heat_Stress
69,40,44,15,Heat_Stress
33,41,76,19,Heat_Stress
78,40,59,26,Heat_Stress
84,37,35,27,Normal
56,41,57,15,Heat_Stress
67,39,96,24,Normal
90,39,78,13,Fever
72,39,59,20,Respiratory_Infection
76,37,70,27,Fever
66,38,77,27,Respiratory_Infection
84,39,61,20,Heat_Stress
83,38,65,15,Fever
60,37,62,20,Fever
77,36,68,26,Heat_Stress
75,39,82,21,Respiratory_Infection
95,38,82,19,Fever
54,40,59,20,Respiratory_Infection
74,39,73,15,Fever
81,37,43,13,Respiratory_Infection
84,40,91,15,Respiratory_Infection
83,37,50,21,Fever
71,37,52,13,Respiratory_Infection
53,40,51,24,Heat_Stress
66,39,113,26,Normal
88,37,66,12,Fever
83,40,72,8,Respiratory_Infection
65,39,62,23,Respiratory_Infection
82,40,69,14,Respiratory_Infection
80,38,76,20,Fever
85,40,73,4,Fever
83,38,81,21,Fever
91,36,63,17,Heat_Stress
59,38,75,7,Fever
53,38,77,23,Fever
66,40,70,17,Normal
60,37,44,17,Respiratory_Infection
86,39,71,24,Fever
